,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len
105,"frozenset({'whole milk', 'citrus fruit'})",frozenset({'yogurt'}),0.030503304524656837,0.13950177935943062,0.010269445856634469,0.33666666666666667,2.4133503401360543,0.006014180599102269,1.2972334984531195,2
123,"frozenset({'yogurt', 'rolls/buns'})",frozenset({'other vegetables'}),0.03436705643111337,0.1934926283680732,0.011489578037620742,0.334319526627219,1.7278153149651596,0.004839805959490723,1.2115532960515167,2
112,"frozenset({'whole milk', 'pastry'})",frozenset({'other vegetables'}),0.033248601931875954,0.1934926283680732,0.010574478901881037,0.3180428134556575,1.6436947295514406,0.004141119524518562,1.182636370061166,2
121,"frozenset({'whole milk', 'rolls/buns'})",frozenset({'other vegetables'}),0.05663446873411286,0.1934926283680732,0.017895271987798677,0.31597845601436264,1.6330258091966665,0.006936919776205716,1.1790672073464126,2
96,"frozenset({'whole milk', 'bottled water'})",frozenset({'other vegetables'}),0.03436705643111337,0.1934926283680732,0.010777834265378749,0.3136094674556213,1.6207825078434237,0.00412806218724873,1.174997808670652,2
129,"frozenset({'whole milk', 'other vegetables'})",frozenset({'root vegetables'}),0.07483477376715811,0.10899847483477376,0.023182511438739197,0.30978260869565216,2.84208204899416,0.015025635233513626,1.2908998474834772,2
150,"frozenset({'whole milk', 'other vegetables'})",frozenset({'yogurt'}),0.07483477376715811,0.13950177935943062,0.02226741230299949,0.2975543478260869,2.132978870896184,0.011827828204520493,1.225003269615975,2
132,"frozenset({'yogurt', 'other vegetables'})",frozenset({'root vegetables'}),0.04341637010676157,0.10899847483477376,0.012913065582104729,0.297423887587822,2.728697700024468,0.008180747457605653,1.2681921708185053,2
162,"frozenset({'whole milk', 'root vegetables'})",frozenset({'yogurt'}),0.048906964921199794,0.13950177935943062,0.014539908490086425,0.2972972972972973,2.1311362382790953,0.007717299860509798,1.2245551601423488,2
118,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'root vegetables'}),0.042602948652770714,0.10899847483477376,0.012201321809862735,0.2863961813842482,2.6275246678302997,0.007557665383246548,1.2485941105158187,2
158,"frozenset({'whole milk', 'tropical fruit'})",frozenset({'root vegetables'}),0.04229791560752415,0.10899847483477376,0.011997966446365024,0.2836538461538462,2.602365276980483,0.007387558156454918,1.2438142096266247,2
141,"frozenset({'yogurt', 'other vegetables'})",frozenset({'tropical fruit'}),0.04341637010676157,0.10493136756481952,0.012302999491611592,0.28337236533957844,2.700549625111196,0.007747260401608751,1.2490010001628171,2
155,"frozenset({'yogurt', 'whole milk'})",frozenset({'rolls/buns'}),0.05602440264361973,0.18393492628368074,0.015556685307574987,0.2776769509981851,1.5096477684174407,0.005251840937233543,1.1297785317027436,2
157,"frozenset({'whole milk', 'rolls/buns'})",frozenset({'yogurt'}),0.05663446873411286,0.13950177935943062,0.015556685307574987,0.2746858168761221,1.9690488403619975,0.007656076146090204,1.1863799725168247,2
134,"frozenset({'other vegetables', 'root vegetables'})",frozenset({'yogurt'}),0.047381799694966954,0.13950177935943062,0.012913065582104729,0.27253218884120173,1.9536108434790225,0.006303220215404711,1.1828677605265645,2
165,"frozenset({'yogurt', 'whole milk'})",frozenset({'tropical fruit'}),0.05602440264361973,0.10493136756481952,0.015149974580579562,0.2704174228675136,2.5770885212228642,0.009271257394182454,1.2268229265467274,2
125,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'yogurt'}),0.042602948652770714,0.13950177935943062,0.011489578037620742,0.26968973747016706,1.9332351078856362,0.00554639089460077,1.178263903426139,2
124,"frozenset({'yogurt', 'other vegetables'})",frozenset({'rolls/buns'}),0.04341637010676157,0.18393492628368074,0.011489578037620742,0.26463700234192034,1.4387534096366978,0.003503791202528552,1.1097445429199628,2
164,"frozenset({'whole milk', 'soda'})",frozenset({'yogurt'}),0.040061006609049314,0.13950177935943062,0.01047280122013218,0.26142131979695427,1.873964052626126,0.004884219515239891,1.1650731922075062,2
151,"frozenset({'whole milk', 'root vegetables'})",frozenset({'rolls/buns'}),0.048906964921199794,0.18393492628368074,0.012709710218607015,0.2598752598752599,1.412865218835368,0.003714011231067571,1.1026047765661504,2
126,"frozenset({'other vegetables', 'root vegetables'})",frozenset({'tropical fruit'}),0.047381799694966954,0.10493136756481952,0.012302999491611592,0.25965665236051505,2.4745379612070404,0.007331162451936361,1.20899125424578,2
153,"frozenset({'whole milk', 'tropical fruit'})",frozenset({'rolls/buns'}),0.04229791560752415,0.18393492628368074,0.010981189628876462,0.25961538461538464,1.4114523536165327,0.0032011256396531585,1.102217761902561,2
160,"frozenset({'yogurt', 'whole milk'})",frozenset({'root vegetables'}),0.05602440264361973,0.10899847483477376,0.014539908490086425,0.2595281306715063,2.3810253406289785,0.008433334048402609,1.2032888244265676,2
120,"frozenset({'other vegetables', 'root vegetables'})",frozenset({'rolls/buns'}),0.047381799694966954,0.18393492628368074,0.012201321809862735,0.2575107296137339,1.4000099644837327,0.003486153975780861,1.0990934229820948,2
